Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
   7.71 0.012425 303.17   23.3
   7.72 0.012500 305.00   25.6
   7.73 0.011672 284.79  -35.5
   7.74 0.002554  62.27 -790.8
   7.75 -.001841 -44.89 %-1748.7
   7.76 -.003955 -96.43 %-2668.3
   7.77 -.005008 %-122.09 %-3434.0
   7.78 -.005506 %-134.22 %-3992.7
   7.80 -.005758 %-140.36 %-4319.7
   7.81 -.005888 %-143.53 %-4404.7
   7.82 -.005951 %-145.07 %-4235.6
   7.83 -.005971 %-145.56 %-3810.9
   7.84 -.005975 %-145.67 %-3130.6
   7.85 -.005980 %-145.78 %-2186.5
   7.86 -.005997 %-146.19 %-1060.5
   7.87 -.005990 %-146.03 -516.2
   7.89 -.005973 %-145.61 -250.6
   7.90 -.005978 %-145.73 -119.7
   7.91 -.005992 %-146.08  -57.3
   7.92 -.006006 %-146.41  -27.5
   7.93 -.006019 %-146.74  -14.5
   7.94 -.006086 %-148.36  -14.8
   7.95 -.006065 %-147.84  -16.5
   7.96 -.001800 -43.89  309.5
   7.98 0.005527 134.80 1140.4
   7.99 0.009080 221.49 2083.3
   8.00 0.010793 263.33 2946.2
   8.01 0.011614 283.38 3638.0
   8.02 0.012047 293.94 4118.4
   8.03 0.012244 298.75 4361.5
   8.04 0.012330 300.86 4355.2
   8.05 0.012369 301.80 4094.2
   8.07 0.012381 302.10 3576.0
   8.08 0.012388 302.26 2794.8
   8.09 0.012350 301.34 1754.3
   8.10 0.012333 300.94  842.4
   8.11 0.012319 300.58  397.6
   8.12 0.012327 300.78  181.6
   8.13 0.012352 301.39   77.9
   8.14 0.012276 299.53   21.3
   8.16 0.012250 298.90   -7.2
   8.17 0.012374 301.94  -11.1
   8.18 0.012324 300.72  -12.7
   8.19 0.009181 223.97 -252.9
   8.20 0.001254  30.57 %-1057.2
   8.21 -.002526 -61.59 %-1995.8
   8.22 -.004326 %-105.47 %-2867.7
   8.23 -.005225 %-127.38 %-3576.9
   8.25 -.005673 %-138.30 %-4076.2
   8.26 -.005868 %-143.06 %-4338.2
   8.27 -.005950 %-145.05 %-4349.6
   8.28 -.005987 %-145.96 %-4114.9
   8.29 -.006017 %-146.70 %-3629.4
   8.30 -.006005 %-146.38 %-2876.0
   8.31 -.005967 %-145.48 %-1867.2
   8.32 -.005997 %-146.20 -890.9
   8.33 -.005986 %-145.94 -422.4
   8.35 -.005980 %-145.78 -195.7
   8.36 -.005982 %-145.82  -84.4
   8.37 -.005931 %-144.58  -27.7
   8.38 -.005973 %-145.62   -5.1
   8.39 -.006003 %-146.34    1.7
   8.40 -.005950 %-145.05    7.0
   8.41 -.005960 %-145.29    8.1
   8.42 0.000213   5.19  480.7
   8.44 0.006583 160.56 1357.4
   8.45 0.009587 233.89 2292.8
   8.46 0.011025 268.99 3118.6
   8.47 0.011758 286.89 3763.7
   8.48 0.012082 294.80 4186.2
   8.49 0.012246 298.80 4368.5
   8.50 0.012345 301.21 4308.1
   8.51 0.012375 301.95 3990.6
   8.53 0.012402 302.61 3415.7
   8.54 0.012456 303.92 2592.4
   8.55 0.012394 302.42 1506.0
   8.56 0.012361 301.62  721.2
   8.57 0.012380 302.06  347.0
   8.58 0.012373 301.89  164.3
   8.59 0.012372 301.89   73.5
   8.60 0.012386 302.23   31.7
   8.62 0.012364 301.69    8.8
   8.63 0.012363 301.66   -3.2
   8.64 0.012379 302.05   -6.7
   8.65 0.007393 180.34 -391.7
   8.66 0.000389   9.49 %-1243.4
   8.67 -.002905 -70.82 %-2175.4
   8.68 -.004511 %-109.99 %-3021.6
   8.69 -.005294 %-129.07 %-3694.5
   8.70 -.005629 %-137.22 %-4144.5
   8.72 -.005833 %-142.19 %-4358.9
   8.73 -.005888 %-143.53 %-4322.9
   8.74 -.005895 %-143.70 %-4030.7
   8.75 -.005919 %-144.30 %-3486.7
   8.76 -.005935 %-144.68 %-2688.3
   8.77 -.005937 %-144.73 %-1632.7
   8.78 -.005992 %-146.08 -778.7
   8.79 -.005963 %-145.37 -372.2
   8.81 -.005980 %-145.78 -177.5
   8.82 -.006016 %-146.66  -88.6
   8.83 -.006041 %-147.26  -51.7
   8.84 -.006055 %-147.61  -35.8
   8.85 -.006054 %-147.58  -32.4
   8.86 -.006038 %-147.19  -29.6
   8.87 -.006019 %-146.73  -23.9
   8.88 0.001686  41.11  573.7
   8.90 0.007270 177.33 1493.1
   8.91 0.009889 241.26 2429.4
   8.92 0.011176 272.67 3238.3
   8.93 0.011788 287.61 3856.9
   8.94 0.012046 293.91 4245.5
   8.95 0.012211 297.96 4391.5
   8.96 0.012289 299.86 4286.4
   8.97 0.012320 300.60 3925.8
   8.98 0.012359 301.56 3311.4
   9.00 0.012357 301.52 2440.7
   9.01 0.012369 301.82 1315.5
   9.02 0.012433 303.37  638.0
   9.03 0.012452 303.84  319.3
   9.04 0.012464 304.13  167.3
   9.05 0.012452 303.83   95.4
   9.06 0.012447 303.71   60.9
   9.07 0.012481 304.54   43.3
   9.09 0.012473 304.34   34.0
   9.10 0.012456 303.92   26.9
   9.11 0.005796 141.37 -492.5
   9.12 -.000277  -6.75 %-1384.1
   9.13 -.003152 -76.86 %-2320.2
   9.14 -.004557 %-111.09 %-3146.2
   9.15 -.005254 %-128.08 %-3783.2
   9.16 -.005603 %-136.58 %-4197.9
   9.18 -.005807 %-141.58 %-4374.7
   9.19 -.005922 %-144.37 %-4305.8
   9.20 -.005978 %-145.73 %-3984.7
   9.21 -.006041 %-147.27 %-3407.6
   9.22 -.006067 %-147.90 %-2574.2
   9.23 -.006071 %-148.00 %-1483.3
   9.24 -.006065 %-147.86 -738.7
   9.25 -.006069 %-147.96 -380.6
   9.27 -.006049 %-147.46 -201.3
   9.28 -.006059 %-147.70 -109.9
   9.29 -.006055 %-147.60  -60.5
   9.30 -.006083 %-148.30  -33.8
   9.31 -.006091 %-148.48  -19.5
   9.32 -.006102 %-148.77  -12.7
   9.33 -.006017 %-146.68   -1.7
   9.34 0.002865  69.85  686.9
   9.36 0.007697 187.76 1620.5
   9.37 0.009985 243.60 2537.4
   9.38 0.011110 271.06 3316.9
   9.39 0.011667 284.66 3898.7
   9.40 0.011969 292.05 4257.6
   9.41 0.012099 295.22 4373.5
   9.42 0.012157 296.63 4240.3
   9.43 0.012179 297.16 3851.5
   9.45 0.012198 297.64 3208.0
   9.46 0.012206 297.83 2308.2
   9.47 0.012225 298.29 1161.6
   9.48 0.012250 298.91  568.8
   9.49 0.012286 299.79  287.0
   9.50 0.012291 299.90  149.3
   9.51 0.012304 300.22   82.8
   9.52 0.012325 300.72   51.8
   9.53 0.012338 301.04   40.2
   9.55 0.012354 301.45   36.4
   9.56 0.012359 301.55   34.7
   9.57 0.004226 103.06 -593.8
   9.58 -.001113 -27.13 %-1519.9
   9.59 -.003674 -89.57 %-2455.9
   9.60 -.004878 %-118.93 %-3260.7
   9.61 -.005499 %-134.05 %-3871.6
   9.62 -.005825 %-142.00 %-4256.0
   9.64 -.005954 %-145.14 %-4396.6
   9.65 -.006040 %-147.23 %-4287.4
   9.66 -.006074 %-148.06 %-3922.4
   9.67 -.006116 %-149.09 %-3302.0
   9.68 -.006138 %-149.64 %-2423.8
   9.69 -.006128 %-149.39 %-1285.8
   9.70 -.006124 %-149.30 -628.7
   9.71 -.006148 %-149.88 -313.9
   9.73 -.006181 %-150.68 -164.1
   9.74 -.006184 %-150.76  -88.9
   9.75 -.006176 %-150.55  -51.1
   9.76 -.006210 %-151.38  -36.1
   9.77 -.006215 %-151.52  -27.9
   9.78 -.006233 %-151.96  -25.2
   9.79 -.005087 %-124.01   65.2
   9.80 0.003813  92.99  822.5
   9.82 0.008080 197.10 1767.2
   9.83 0.010118 246.83 2670.8
   9.84 0.011150 272.03 3427.1
   9.85 0.011673 284.80 3979.9
   9.86 0.011926 291.00 4300.0
   9.87 0.012062 294.30 4376.9
   9.88 0.012125 295.85 4204.2
   9.89 0.012173 297.03 3776.3
   9.90 0.012217 298.10 3094.0
   9.92 0.012232 298.47 2153.4
   9.93 0.012239 298.64 1059.3
   9.94 0.012237 298.57  531.4
   9.95 0.012268 299.35  276.2
   9.96 0.012270 299.39  147.8
   9.97 0.012297 300.06   85.3
   9.98 0.012338 301.06   57.5
   9.99 0.012328 300.81   42.6
  10.01 0.012302 300.17   32.5
  10.02 0.011989 292.54    0.6
  10.03 0.002928  71.41 -722.3
  10.04 -.001753 -42.74 %-1671.9
  10.05 -.003965 -96.67 %-2594.7
  10.06 -.005024 %-122.47 %-3371.7
  10.07 -.005563 %-135.61 %-3948.9
  10.08 -.005822 %-141.93 %-4294.2
  10.10 -.005952 %-145.10 %-4396.3
  10.11 -.006019 %-146.74 %-4246.2
  10.12 -.006081 %-148.24 %-3840.9
  10.13 -.006099 %-148.68 %-3180.2
  10.14 -.006108 %-148.90 %-2265.0
  10.15 -.006080 %-148.21 %-1118.4
  10.16 -.006105 %-148.84 -545.3
  10.17 -.006090 %-148.47 -270.2
  10.18 -.006079 %-148.19 -134.6
  10.20 -.006133 %-149.52  -69.9
  10.21 -.006118 %-149.15  -37.4
  10.22 -.006111 %-148.97  -20.1
  10.23 -.006120 %-149.19  -11.3
  10.24 -.006135 %-149.56   -7.5
  10.25 -.002859 -69.71  244.2
  10.26 0.004947 120.65 1049.7
  10.27 0.008717 212.65 1990.0
  10.29 0.010529 256.86 2864.9
  10.30 0.011392 277.94 3571.8
  10.31 0.011841 288.92 4069.9
  10.32 0.012099 295.22 4338.1
  10.33 0.012226 298.31 4356.8
  10.34 0.012279 299.62 4124.3
  10.35 0.012307 300.29 3637.2
  10.36 0.012337 301.02 2893.9
  10.38 0.012324 300.72 1890.2
  10.39 0.012358 301.55  928.5
  10.40 0.012382 302.12  465.3
  10.41 0.012369 301.80  239.9
  10.42 0.012378 302.03  128.9
  10.43 0.012377 301.99   70.4
  10.44 0.012373 301.90   38.8
  10.45 0.012323 300.67   19.3
  10.47 0.012362 301.64   11.3
  10.48 0.010561 257.65 -132.5
  10.49 0.001958  47.75 -911.7
  10.50 -.002188 -53.34 %-1862.2
  10.51 -.004180 %-101.90 %-2763.8
  10.52 -.005118 %-124.77 %-3503.6
  10.53 -.005582 %-136.07 %-4032.4
  10.54 -.005830 %-142.12 %-4330.1
  10.55 -.005979 %-145.76 %-4384.0
  10.57 -.006049 %-147.47 %-4186.6
  10.58 -.006108 %-148.91 %-3736.3
  10.59 -.006155 %-150.06 %-3035.8
  10.60 -.006188 %-150.86 %-2075.7
  10.61 -.006203 %-151.21 %-1021.3
  10.62 -.006232 %-151.94 -516.9
  10.63 -.006248 %-152.32 -276.1
  10.64 -.006267 %-152.79 -161.1
  10.66 -.006275 %-152.98 -102.7
  10.67 -.006237 %-152.06  -67.3
  10.68 -.006228 %-151.83  -44.6
  10.69 -.006214 %-151.49  -28.7
  10.70 -.006145 %-149.80  -10.7
  10.71 -.001149 -28.02  387.4
  10.72 0.005769 140.69 1244.0
  10.73 0.009064 221.12 2184.5
  10.75 0.010640 259.60 3031.7
  10.76 0.011418 278.58 3700.6
  10.77 0.011830 288.63 4152.9
  10.78 0.011982 292.35 4362.3
  10.79 0.012088 294.94 4323.8
  10.80 0.012126 295.86 4034.9
  10.81 0.012122 295.78 3489.7
  10.82 0.012149 296.42 2691.2
  10.84 0.012213 298.00 1647.0
  10.85 0.012212 297.98  799.9
  10.86 0.012167 296.87  391.3
  10.87 0.012172 296.99  193.2
  10.88 0.012182 297.23   95.8
  10.89 0.012226 298.31   51.0
  10.90 0.012257 299.08   34.8
  10.91 0.012281 299.65   28.2
  10.93 0.012298 300.06   28.4
  10.94 0.008812 214.96 -239.3
  10.95 0.001043  25.44 %-1058.7
  10.96 -.002660 -64.84 %-2005.3
  10.97 -.004474 %-109.06 %-2878.4
  10.98 -.005311 %-129.47 %-3582.5
  10.99 -.005730 %-139.70 %-4077.9
  11.00 -.005947 %-144.99 %-4339.1
  11.01 -.006036 %-147.16 %-4352.9
  11.03 -.006136 %-149.59 %-4115.5
  11.04 -.006187 %-150.83 %-3622.4
  11.05 -.006171 %-150.43 %-2867.8
  11.06 -.006193 %-150.96 %-1855.3
  11.07 -.006194 %-150.99 -901.5
  11.08 -.006192 %-150.96 -444.1
  11.09 -.006203 %-151.23 -222.9
  11.10 -.006145 %-149.80 -112.4
  11.12 -.006115 %-149.07  -52.4
  11.13 -.006148 %-149.89  -21.8
  11.14 -.006175 %-150.54   -7.2
  11.15 -.006165 %-150.29    3.3
  11.16 -.006172 %-150.45    6.0
  11.17 0.000158   3.84  491.3
  11.18 0.006418 156.55 1370.9
  11.19 0.009388 229.03 2301.1
  11.21 0.010815 263.87 3123.2
  11.22 0.011544 281.67 3763.6
  11.23 0.011889 290.09 4181.5
  11.24 0.012048 293.98 4364.0
  11.25 0.012170 296.94 4304.0
  11.26 0.012185 297.32 3986.5
  11.27 0.012184 297.28 3409.9
  11.28 0.012223 298.24 2580.5
  11.30 0.012203 297.76 1491.8
  11.31 0.012215 298.03  722.0
  11.32 0.012245 298.77  355.1
  11.33 0.012262 299.19  178.0
  11.34 0.012280 299.64   92.0
  11.35 0.012271 299.41   51.1
  11.36 0.012265 299.27   31.0
  11.37 0.012301 300.14   22.8
  11.38 0.012297 300.05   21.9
  11.40 0.007452 181.78 -352.4
  11.41 0.000503  12.28 %-1195.2
  11.42 -.002871 -70.01 %-2130.5
  11.43 -.004523 %-110.26 %-2983.3
  11.44 -.005320 %-129.69 %-3662.4
  11.45 -.005724 %-139.56 %-4124.7
  11.46 -.005948 %-145.01 %-4351.2
  11.47 -.006059 %-147.70 %-4329.8
  11.49 -.006131 %-149.47 %-4058.4
  11.50 -.006201 %-151.18 %-3535.5
  11.51 -.006231 %-151.90 %-2753.2
  11.52 -.006240 %-152.12 %-1712.9
  11.53 -.006272 %-152.90 -856.5
  11.54 -.006297 %-153.52 -441.9
  11.55 -.006276 %-153.01 -237.4
  11.56 -.006302 %-153.63 -137.2
  11.58 -.006304 %-153.68  -84.8
  11.59 -.006296 %-153.48  -54.7
  11.60 -.006312 %-153.87  -38.3
  11.61 -.006302 %-153.64  -26.0
  11.62 -.006313 %-153.90  -17.7
  11.63 0.001098  26.77  556.5
  11.64 0.006758 164.82 1461.4
  11.65 0.009499 231.74 2394.9
  11.67 0.010829 264.19 3207.7
  11.68 0.011472 279.91 3828.7
  11.69 0.011819 288.36 4229.6
  11.70 0.011973 292.15 4387.1
  11.71 0.012018 293.24 4292.2
  11.72 0.012066 294.40 3945.4
  11.73 0.012058 294.22 3339.8
  11.74 0.012047 293.94 2477.2
  11.75 0.012083 294.83 1359.8
  11.77 0.012071 294.54  657.6
  11.78 0.012058 294.22  315.4
  11.79 0.012076 294.64  149.7
  11.80 0.012159 296.67   75.3
  11.81 0.012223 298.24   45.9
  11.82 0.012253 298.98   39.8
  11.83 0.012267 299.31   42.7
  11.84 0.012231 298.44   42.9
  11.86 0.005979 145.82 -437.0
  11.87 -.000377  -9.19 %-1321.2
  11.88 -.003394 -82.76 %-2264.5
  11.89 -.004856 %-118.38 %-3100.8
  11.90 -.005567 %-135.71 %-3755.9
  11.91 -.005947 %-144.97 %-4194.7
  11.92 -.006094 %-148.56 %-4391.4
  11.93 -.006134 %-149.54 %-4329.5
  11.95 -.006202 %-151.19 %-4011.0
  11.96 -.006189 %-150.89 %-3431.2
  11.97 -.006189 %-150.89 %-2592.1
  11.98 -.006186 %-150.81 %-1497.9
  11.99 -.006171 %-150.44 -713.7
  12.00 -.006175 %-150.53 -337.7
  12.01 -.006177 %-150.59 -155.1
  12.02 -.006177 %-150.59  -66.4
  12.03 -.006168 %-150.37  -23.0
  12.05 -.006165 %-150.29   -5.6
  12.06 -.006214 %-151.48   -2.2
  12.07 -.006240 %-152.12   -2.8
  12.08 -.006250 %-152.36   -8.8
  12.09 0.002233  54.45  639.2
  12.10 0.007407 180.66 1567.5
  12.11 0.009830 239.82 2492.6
  12.12 0.010993 268.20 3284.5
  12.14 0.011577 282.46 3881.1
  12.15 0.011861 289.39 4250.9
  12.16 0.011993 292.61 4378.6
  12.17 0.012084 294.86 4260.1
  12.18 0.012112 295.53 3888.7
  12.19 0.012139 296.18 3259.3
  12.20 0.012175 297.08 2373.6
  12.21 0.012219 298.14 1232.8
  12.23 0.012263 299.22  607.9
  12.24 0.012309 300.35  316.7
  12.25 0.012314 300.45  177.6
  12.26 0.012296 300.02  108.2
  12.27 0.012309 300.33   74.7
  12.28 0.012271 299.42   53.8
  12.29 0.012251 298.92   37.7
  12.30 0.012258 299.09   26.9
  12.32 0.004776 116.47 -559.9
  12.33 -.000880 -21.47 %-1476.5
  12.34 -.003594 -87.63 %-2416.4
  12.35 -.004910 %-119.71 %-3232.8
  12.36 -.005553 %-135.38 %-3855.0
  12.37 -.005847 %-142.54 %-4246.4
  12.38 -.005974 %-145.63 %-4393.2
  12.39 -.006056 %-147.63 %-4292.2
  12.40 -.006089 %-148.45 %-3935.8
  12.42 -.006083 %-148.30 %-3325.1
  12.43 -.006088 %-148.41 %-2459.8
  12.44 -.006098 %-148.65 %-1338.1
  12.45 -.006115 %-149.07 -641.7
  12.46 -.006143 %-149.75 -309.3
  12.47 -.006132 %-149.48 -149.0
  12.48 -.006106 %-148.86  -71.0
  12.49 -.006149 %-149.90  -37.9
  12.51 -.006178 %-150.61  -25.4
  12.52 -.006185 %-150.78  -20.3
  12.53 -.006210 %-151.39  -21.6
  12.54 -.005931 %-144.58   -2.4
  12.55 0.003135  76.46  712.3
  12.56 0.007775 189.65 1654.7
  12.57 0.010022 244.50 2575.3
  12.58 0.011134 271.65 3354.5
  12.60 0.011648 284.21 3929.6
  12.61 0.011917 290.77 4277.5
  12.62 0.012064 294.37 4386.7
  12.63 0.012121 295.75 4242.1
  12.64 0.012164 296.81 3842.8
  12.65 0.012225 298.28 3190.8
  12.66 0.012244 298.74 2280.6
  12.67 0.012254 299.01 1138.4
  12.68 0.012266 299.29  566.6
  12.70 0.012287 299.81  290.6
  12.71 0.012310 300.37  157.6
  12.72 0.012327 300.78   95.1
  12.73 0.012335 300.99   63.3
  12.74 0.012301 300.15   43.7
  12.75 0.012311 300.39   32.9
  12.76 0.012301 300.14   23.1
  12.77 0.003903  95.19 -631.8
  12.79 -.001215 -29.62 %-1559.1
  12.80 -.003695 -90.08 %-2487.4
  12.81 -.004926 %-120.10 %-3286.4
  12.82 -.005477 %-133.51 %-3886.4
  12.83 -.005760 %-140.42 %-4258.0
  12.84 -.005903 %-143.91 %-4386.1
  12.85 -.005962 %-145.35 %-4262.5
  12.86 -.006014 %-146.60 %-3886.2
  12.88 -.006042 %-147.29 %-3258.5
  12.89 -.006035 %-147.11 %-2372.7
  12.90 -.006070 %-147.97 %-1234.1
  12.91 -.006045 %-147.37 -600.4
  12.92 -.006024 %-146.84 -291.3
  12.93 -.006035 %-147.12 -141.1
  12.94 -.006049 %-147.46  -71.2
  12.95 -.006084 %-148.33  -38.3
  12.97 -.006096 %-148.61  -23.6
  12.98 -.006123 %-149.27  -19.2
  12.99 -.006151 %-149.95  -19.3
  13.00 -.005027 %-122.56   64.9
  13.01 0.003899  95.09  819.2
  13.02 0.008180 199.53 1764.6
  13.03 0.010251 250.09 2667.5
  13.04 0.011239 274.22 3420.5
  13.05 0.011737 286.38 3972.0
  13.07 0.011962 291.87 4291.4
  13.08 0.012063 294.34 4365.6
  13.09 0.012137 296.14 4188.9
  13.10 0.012181 297.22 3759.7
  13.11 0.012205 297.81 3074.2
  13.12 0.012209 297.91 2130.2
  13.13 0.012204 297.78 1031.0
  13.14 0.012207 297.84  502.2
  13.16 0.012193 297.50  245.3
  13.17 0.012205 297.80  121.7
  13.18 0.012202 297.73   60.4
  13.19 0.012229 298.40   33.0
  13.20 0.012229 298.40   19.3
  13.21 0.012189 297.42    7.9
  13.22 0.012067 294.43   -8.0
  13.23 0.003052  74.43 -712.6
  13.25 -.001749 -42.64 %-1656.6
  13.26 -.004027 -98.17 %-2580.2
  13.27 -.005158 %-125.74 %-3364.0
  13.28 -.005723 %-139.52 %-3948.2
  13.29 -.006010 %-146.52 %-4304.9
  13.30 -.006115 %-149.08 %-4414.0
  13.31 -.006175 %-150.54 %-4271.7
  13.32 -.006190 %-150.91 %-3871.1
  13.33 -.006170 %-150.42 %-3211.2
  13.35 -.006196 %-151.04 %-2299.6
  13.36 -.006230 %-151.89 %-1144.6
  13.37 -.006235 %-152.01 -554.1
  13.38 -.006252 %-152.42 -271.4
  13.39 -.006269 %-152.84 -134.0
  13.40 -.006267 %-152.77  -67.9
  13.41 -.006267 %-152.77  -37.6
  13.42 -.006274 %-152.95  -26.4
  13.44 -.006292 %-153.38  -22.3
  13.45 -.006303 %-153.65  -22.1
  13.46 -.003692 -90.01  179.2
  13.47 0.004496 109.65  977.1
  13.48 0.008376 204.31 1922.1
  13.49 0.010259 250.28 2805.2
  13.50 0.011232 274.04 3532.1
  13.51 0.011666 284.64 4046.6
  13.53 0.011926 290.98 4329.0
  13.54 0.012049 293.99 4366.6
  13.55 0.012075 294.63 4150.0
  13.56 0.012119 295.71 3679.7
  13.57 0.012107 295.40 2949.4
  13.58 0.012073 294.57 1958.2
  13.59 0.012077 294.68  947.5
  13.60 0.012108 295.42  462.8
  13.62 0.012142 296.25  227.0
  13.63 0.012149 296.42  110.3
  13.64 0.012170 296.94   57.4
  13.65 0.012138 296.16   28.4
  13.66 0.012136 296.12   16.2
  13.67 0.012157 296.62   14.0
  13.68 0.011312 275.99  -52.4
  13.69 0.002327  56.75 -795.6
  13.70 -.002065 -50.34 %-1740.7
  13.72 -.004183 %-101.98 %-2653.5
  13.73 -.005223 %-127.32 %-3418.4
  13.74 -.005737 %-139.86 %-3978.0
  13.75 -.005961 %-145.32 %-4302.2
  13.76 -.006135 %-149.56 %-4385.9
  13.77 -.006210 %-151.40 %-4217.8
  13.78 -.006246 %-152.27 %-3798.2
  13.79 -.006284 %-153.20 %-3124.6
  13.81 -.006308 %-153.77 %-2193.3
  13.82 -.006325 %-154.20 %-1081.9
  13.83 -.006306 %-153.73 -539.5
  13.84 -.006301 %-153.60 -275.2
  13.85 -.006232 %-151.94 -138.9
  13.86 -.006227 %-151.79  -68.0
  13.87 -.006230 %-151.88  -30.0
  13.88 -.006288 %-153.28   -9.9
  13.90 -.006332 %-154.37   -4.5
  13.91 -.006345 %-154.69   -4.2
  13.92 -.002601 -63.42  282.6
  13.93 0.004948 120.68 1095.6
  13.94 0.008565 208.94 2027.8
  13.95 0.010298 251.23 2883.8
  13.96 0.011111 271.10 3571.7
  13.97 0.011515 280.95 4047.5
  13.98 0.011697 285.41 4294.5
  14.00 0.011791 287.70 4298.4
  14.01 0.011825 288.52 4052.5
  14.02 0.011865 289.50 3552.0
  14.03 0.011853 289.21 2792.7
  14.04 0.011886 290.02 1780.3
  14.05 0.011937 291.25  857.0
  14.06 0.011991 292.58  420.6
  14.07 0.012051 294.03  219.3
  14.09 0.012050 294.01  126.7
  14.10 0.012045 293.90   83.3
  14.11 0.012076 294.64   65.9
  14.12 0.012062 294.31   56.2
  14.13 0.012044 293.86   48.5
  14.14 0.009943 242.56 -121.4
  14.15 0.001428  34.83 -916.5
  14.16 -.002601 -63.42 %-1876.5
  14.18 -.004534 %-110.52 %-2779.8
  14.19 -.005436 %-132.52 %-3518.3
  14.20 -.005897 %-143.75 %-4044.2
  14.21 -.006078 %-148.16 %-4328.4
  14.22 -.006182 %-150.70 %-4367.1
  14.23 -.006210 %-151.40 %-4153.4
  14.24 -.006261 %-152.63 %-3685.6
  14.25 -.006323 %-154.14 %-2967.2
  14.27 -.006312 %-153.88 %-1992.5
  14.28 -.006371 %-155.32 -956.8
  14.29 -.006377 %-155.47 -467.7
  14.30 -.006385 %-155.66 -236.3
  14.31 -.006393 %-155.86 -128.2
  14.32 -.006375 %-155.42  -74.7
  14.33 -.006412 %-156.31  -52.7
  14.34 -.006389 %-155.74  -38.2
  14.35 -.006396 %-155.92  -29.4
  14.37 -.006347 %-154.73  -16.4
  14.38 -.001400 -34.13  374.3
  14.39 0.005599 136.55 1229.6
  14.40 0.008921 217.63 2175.0
  14.41 0.010542 257.21 3026.8
  14.42 0.011332 276.49 3702.3
  14.43 0.011744 286.55 4161.1
  14.44 0.011910 290.60 4378.4
  14.46 0.012001 292.81 4348.3
  14.47 0.012042 293.82 4061.0
  14.48 0.012065 294.38 3519.5
  14.49 0.012111 295.52 2722.7
  14.50 0.012132 296.03 1673.2
  14.51 0.012123 295.80  814.0
  14.52 0.012156 296.61  404.3
  14.53 0.012183 297.26  207.1
  14.55 0.012182 297.25  111.7
  14.56 0.012222 298.22   68.3
  14.57 0.012237 298.58   51.0
  14.58 0.012239 298.63   42.1
  14.59 0.012226 298.31   35.9
  14.60 0.008658 211.21 -244.5
  14.61 0.000953  23.25 %-1068.2
  14.62 -.002679 -65.32 %-2011.5
  14.63 -.004469 %-108.96 %-2883.6
  14.65 -.005344 %-130.27 %-3591.6
  14.66 -.005736 %-139.84 %-4082.5
  14.67 -.005971 %-145.57 %-4338.6
  14.68 -.006063 %-147.80 %-4348.0
  14.69 -.006105 %-148.83 %-4101.8
  14.70 -.006133 %-149.50 %-3599.9
  14.71 -.006165 %-150.30 %-2843.5
  14.72 -.006147 %-149.86 %-1829.4
  14.74 -.006155 %-150.06 -883.6
  14.75 -.006145 %-149.80 -430.5
  14.76 -.006174 %-150.51 -210.5
  14.77 -.006153 %-149.99 -102.6
  14.78 -.006185 %-150.78  -53.1
  14.79 -.006185 %-150.79  -27.6
  14.80 -.006198 %-151.10  -18.1
  14.81 -.006200 %-151.15  -13.9
  14.83 -.006243 %-152.19  -14.9
  14.84 0.000163   3.96  476.0
  14.85 0.006363 155.19 1352.8
  14.86 0.009344 227.94 2285.6
  14.87 0.010748 262.23 3109.2
  14.88 0.011432 278.92 3749.9
  14.89 0.011780 287.43 4169.0
  14.90 0.012009 293.02 4356.5
  14.91 0.012102 295.27 4294.1
  14.93 0.012156 296.60 3980.1
  14.94 0.012204 297.77 3412.1
  14.95 0.012231 298.43 2588.6
  14.96 0.012206 297.83 1501.5
  14.97 0.012224 298.27  739.8
  14.98 0.012198 297.64  371.0
  14.99 0.012175 297.07  189.9
  15.00 0.012184 297.28   97.6
  15.02 0.012195 297.55   48.2
  15.03 0.012195 297.55   19.9
  15.04 0.012232 298.45    9.5
  15.05 0.012235 298.54    4.7
  15.06 0.007160 174.66 -387.8
  15.07 0.000249   6.08 %-1237.7
  15.08 -.003064 -74.71 %-2172.6
