Datos generados por TERE.BAS el 06-14-2007
 t[min] T[§C] V[§C/min]
   5.93 0.005630 137.32    6.2
   5.95 0.005634 137.42    6.2
   5.96 0.005638 137.52    6.2
   5.97 0.005642 137.60    6.3
   5.98 0.005645 137.67    6.4
   5.99 0.005648 137.74    6.5
   6.00 0.005650 137.80    6.5
   6.01 0.005653 137.88    6.5
   6.02 0.005657 137.98    6.5
   6.04 0.005661 138.08    6.6
   6.05 0.005664 138.13    6.5
   6.06 0.005666 138.20    6.4
   6.07 0.005669 138.26    6.3
   6.08 0.005671 138.31    6.1
   6.09 0.005673 138.37    5.9
   6.10 0.005676 138.44    5.8
   6.11 0.005680 138.52    5.7
   6.13 0.005682 138.58    5.6
   6.14 0.005686 138.68    5.6
   6.15 0.005688 138.74    5.5
   6.16 0.005690 138.78    5.4
   6.17 0.005693 138.84    5.4
   6.18 0.005696 138.92    5.5
   6.19 0.005698 138.98    5.5
   6.20 0.005701 139.04    5.5
   6.22 0.005705 139.14    5.5
   6.23 0.005708 139.21    5.5
   6.24 0.005709 139.24    5.4
   6.25 0.005713 139.34    5.5
   6.26 0.005716 139.41    5.5
   6.27 0.005718 139.46    5.6
   6.28 0.005721 139.54    5.7
   6.29 0.005725 139.62    5.8
   6.31 0.005726 139.66    5.7
   6.32 0.005729 139.72    5.6
   6.33 0.005731 139.77    5.5
   6.34 0.005732 139.80    5.2
   6.35 0.005735 139.87    5.0
   6.36 0.005739 139.97    5.0
   6.37 0.005742 140.03    5.0
   6.38 0.005744 140.09    5.0
   6.39 0.005746 140.15    5.0
   6.41 0.005749 140.21    5.0
   6.42 0.005750 140.25    5.0
   6.43 0.005753 140.32    5.0
   6.44 0.005756 140.40    5.1
   6.45 0.005757 140.41    5.0
   6.46 0.005759 140.46    4.9
   6.47 0.005762 140.53    4.7
   6.49 0.005763 140.56    4.4
   6.50 0.005765 140.61    4.3
   6.51 0.005768 140.68    4.3
   6.52 0.005769 140.72    4.2
   6.53 0.005772 140.78    4.2
   6.54 0.005775 140.86    4.3
   6.55 0.005777 140.90    4.3
   6.56 0.005779 140.95    4.3
   6.58 0.005782 141.02    4.5
   6.59 0.005784 141.07    4.6
   6.60 0.005785 141.10    4.5
   6.61 0.005786 141.13    4.4
   6.62 0.005789 141.19    4.3
   6.63 0.005791 141.23    4.2
   6.64 0.005793 141.28    4.1
   6.65 0.005795 141.35    4.0
   6.67 0.005797 141.40    4.0
   6.68 0.005799 141.45    4.0
   6.69 0.005802 141.50    4.0
   6.70 0.005804 141.55    4.0
   6.71 0.005805 141.58    4.0
